check (source file),event,date_first_detected,time_first_detected,temperature_celsuis,camera_model,location,treatment,site,site_type,wing1ID,wing1_detected,centreID,centre_detected,wing2ID,wing2_detected,walked_in_front_of_felixer?,walkpast,avoided,catID,comments,2_or_more_cameras,ID_dataset,date_site_set,time_in,times_caught_to_date,sex,days_since_site_set,days_cat_in,days_cat_exposed,direction,behavior,weight_g,age,captured_no,date_last_capture,days_since_last_capture
first camera check 1.7 - 5.7,91,28/06/2021,19:13:20,4,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,0,SR9,1,F,0,1,,,no,drop,27/05/2021,12/05/2021,2,M,32,47,32,west,walks past SR9 only,3300,adult,2,21/06/2021,7
first camera check 1.7 - 5.7,92,29/06/2021,4:44:19,2,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,1,SR15,1,T,1,0,biter,,yes,catID,27/05/2021,12/05/2021,1,F,33,48,33,north,investigates SR15 walks north,4475,adult,1,12/05/2021,48
first camera check 1.7 - 5.7,93,29/06/2021,23:38:18,2,reconyx,dingo,collared,F3,felixer,SR13,0,SR14,1,SR15,1,T,1,0,biter,,yes,catID,27/05/2021,12/05/2021,1,F,33,48,33,north,"walks past SR15 then again 6 minutes later, knocks camera and passes felixer at SR14",4475,adult,1,12/05/2021,48
first camera check 1.7 - 5.7,94,30/06/2021,2:15:51,-2,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,34,88,34,east,"walks past SR4, keeps glancing at felixer as walking past in front of SR5",5200,adult,2,30/04/2021,61
first camera check 1.7 - 5.7,95,1/07/2021,5:36:26,4,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,9/05/2021,2,M,33,53,33,east,"hearteater caught on HM6, glances at camera and down track then walks SE off track. ",4650,adult,2,8/06/2021,23
first camera check 1.7 - 5.7,96,1/07/2021,5:14:11,4,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,1,HM6,0,T,1,0,,,no,drop,29/05/2021,,,,33,,33,west,only photo of tail walking west past felixer,,,,,
second camera check 27.7,97,1/07/2021,23:38:52,4,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,30/04/2021,1,M,33,62,33,east,investigates and marks felixer crate,4000,adult,1,30/04/2021,62
first camera check 1.7 - 5.7,98,2/07/2021,2:46:07,3,reconyx,dingo,collared,F3,felixer,SR13,1,SR14,1,SR15,1,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,36,90,36,north,"walks past SR15, investigates felixer and SR14, walks north past SR14 @0310, then past SR13.",4200,adult,2,30/04/2021,63
second camera check 27.7,99,3/07/2021,20:31:35,7,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,1,F,0,1,hearteater,,yes,catID,29/05/2021,9/05/2021,2,M,35,55,35,east,walks past HM4 and HM6 but not HM5,4650,adult,2,8/06/2021,25
second camera check 27.7,100,3/07/2021,21:53:22,8,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,1,HM6,0,T,1,0,hearteater,,yes,catID,29/05/2021,9/05/2021,2,M,35,55,35,west,"walks west past crate, then back east a few minutes later and past HM4",4650,adult,2,8/06/2021,25
second camera check 27.7,101,3/07/2021,20:52:19,6,reconyx,dingo,collared,F2,felixer,SR7,1,SR8,1,SR9,0,T,1,0,hearteater,,yes,catID,27/05/2021,9/05/2021,2,M,37,55,37,east,,4650,adult,2,8/06/2021,25
second camera check 27.7,102,4/07/2021,23:29:55,1,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,,,,38,,38,north,far off of track,,,,,
second camera check 27.7,103,4/07/2021,18:33:39,15,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,9/05/2021,2,M,36,56,36,east,tail and hindleg,4650,adult,2,8/06/2021,26
second camera check 27.7,104,4/07/2021,2:56:19,9,reconyx,dingo,collared,CR04,crate,HM4,1,HM5,0,HM6,0,F,0,1,,,no,drop,29/05/2021,3/04/2021,2,M,36,92,36,east,"looks at HM4, continues east",5200,adult,2,30/04/2021,65
second camera check 27.7,105,4/07/2021,21:27:08,8,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,T,1,0,greebo,pretty sure but blurry,yes,catID,27/05/2021,30/04/2021,1,M,38,65,38,west,"This isn't mohawk, hearteater, jumper, It's got a big collar on but I don't know who it is. Looks like it has a TS collar on, but there is no vhf antenna which is usally really visible. The only other cat that it could be is horse but I hadn't heard him for months, and don't think I have any other photos yet",4200,adult,1,30/04/2021,65
second camera check 27.7,106,4/07/2021,18:54:44,12,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,0,T,1,0,,,no,drop,27/05/2021,9/05/2021,3,M,38,56,38,east,,4650,adult,2,8/06/2021,26
second camera check 27.7,107,5/07/2021,2:04:10,1,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,,,,39,,39,south,blurry photo can't ID,,,,,
second camera check 27.7,108,5/07/2021,2:36:52,1,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,1,SR3,0,T,1,0,,,no,drop,27/05/2021,9/05/2021,1,M,39,57,39,north,,4650,adult,2,8/06/2021,27
second camera check 27.7,109,5/07/2021,6:21:45,4,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,9/05/2021,2,M,37,57,37,east,walks past HM6,4650,adult,2,8/06/2021,27
second camera check 27.7,110,6/07/2021,5:09:40,1,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,mohawk,telemetry solutions,yes,catID,27/05/2021,3/04/2021,2,M,40,94,40,north,,4200,adult,2,30/04/2021,67
second camera check 27.7,111,7/07/2021,19:46:38,3,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,1,F,0,1,cantID,"cant ID, drop",yes,drop,5/07/2021,,,,2,,,south,walks around felixer,,,,,
second camera check 27.7,112,8/07/2021,3:34:24,3,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,3,57,3,north,"walks back and forth PN04 3 times, then infront of PN05 but turns around before crate, then back and forth in front of PN04 for half an hour",4475,adult,1,12/05/2021,57
second camera check 27.7,113,8/07/2021,4:36:27,2,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,3,57,3,north,"continuation of previous of walk past, but walks past not seen on centre cam",4475,adult,1,12/05/2021,57
second camera check 27.7,114,8/07/2021,18:36:34,3,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,1,F,0,1,cantID,"cant ID, drop",yes,drop,5/07/2021,,,,3,,,south,walks past not in front of crate,,,,,
second camera check 27.7,115,8/07/2021,5:00:01,1,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,0,F,0,1,,,no,drop,5/07/2021,12/05/2021,1,F,3,57,3,north,walks back and forth 15 times over an hour,4475,adult,1,12/05/2021,57
second camera check 27.7,116,8/07/2021,18:25:45,5,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,0,F,0,1,,,no,drop,5/07/2021,3/04/2021,2,M,3,96,3,south,walks south,5200,adult,2,30/04/2021,69
second camera check 27.7,117,8/07/2021,4:17:29,1,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,0,PN24,0,F,0,1,na,,,drop,5/07/2021,,0,,3,,3,north,?,,,,,
second camera check 27.7,118,8/07/2021,5:50:15,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,,0,,3,,3,north,?,,,,,
second camera check 27.7,119,8/07/2021,18:49:05,2,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,0,PN19,0,F,0,1,na,,,drop,5/07/2021,,0,,3,,3,north,?,,,,,
second camera check 27.7,120,8/07/2021,22:55:11,2,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,,0,,3,,3,north,?,,,,,
second camera check 27.7,121,9/07/2021,21:17:49,5,reconyx,dingo,collared,CR02,crate,SR10,0,SR11,1,SR12,0,T,1,0,,,no,drop,29/05/2021,3/04/2021,2,M,41,97,41,west,stops and looks at felixer,5200,adult,2,30/04/2021,70
second camera check 27.7,122,9/07/2021,20:21:39,7,reconyx,dingo,collared,CR06,crate,HM10,0,HM11,1,HM12,0,T,1,0,,,no,drop,5/07/2021,1/07/2021,1,M,4,8,4,east,walks east then investigates camera,4225,adult,1,1/07/2021,8
second camera check 27.7,123,9/07/2021,0:54:22,-1,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,0,F,0,1,,,no,drop,5/07/2021,12/05/2021,1,F,4,58,4,north,3 passses infront of PN04,4475,adult,1,12/05/2021,58
second camera check 27.7,124,9/07/2021,4:00:19,-5,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,0,F,0,1,,,no,drop,5/07/2021,12/05/2021,1,F,4,58,4,north,walks north then south,4475,adult,1,12/05/2021,58
second camera check 27.7,125,9/07/2021,18:22:09,10,swift,dingo,collared,CR10,crate,PN10,1,PN11,1,PN12,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,4,97,4,north,walks past all,5200,adult,2,30/04/2021,70
second camera check 27.7,126,9/07/2021,20:36:03,2,swift,dingo,collared,CR11,crate,PN13,0,PN14,1,PN15,0,T,1,0,,,no,drop,5/07/2021,13/07/2021,1,F,4,,4,north,"investigates camera, the turns around",3700,adult,1,13/07/2021,-4
second camera check 27.7,127,9/07/2021,0:23:02,-2,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,,0,,4,,4,north,?,,,,,
second camera check 27.7,128,9/07/2021,1:01:49,-1,swift,wildWest,uncollared,CR12,crate,PN22,0,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,,0,,4,,4,north,?,,,,,
second camera check 27.7,129,9/07/2021,18:41:11,5,swift,wildWest,uncollared,CR13,crate,PN27,1,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,,0,,4,,4,funny direction and time,?,,,,,
second camera check 27.7,130,9/07/2021,23:46:50,-2,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,0,PN18,1,F,0,1,na,,,drop,5/07/2021,,,,4,,4,south,walks past,,,,,
second camera check 27.7,131,9/07/2021,2:36:42,-2,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,,0,,4,,4,south,walks past,,,,,
second camera check 27.7,132,9/07/2021,20:05:24,6,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,43,97,43,north,,5200,adult,2,30/04/2021,70
second camera check 27.7,133,10/07/2021,20:57:09,0,swift,dingo,collared,CR11,crate,PN13,0,PN14,0,PN15,1,F,0,1,,,no,drop,5/07/2021,,,,5,,5,south,walks in front of PN15,,,,,
second camera check 27.7,134,10/07/2021,19:16:07,5,swift,dingo,collared,CR11,crate,PN13,1,PN14,1,PN15,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,5,98,5,north,walks past all,4200,adult,2,30/04/2021,71
second camera check 27.7,135,10/07/2021,19:21:05,3,swift,dingo,collared,CR11,crate,PN13,1,PN14,0,PN15,1,F,0,1,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,5,98,5,south,pauses in front of PN13,4200,adult,2,30/04/2021,71
second camera check 27.7,136,10/07/2021,22:11:19,0,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,0,PN24,0,F,0,1,na,,,drop,5/07/2021,,0,,5,,5,north,?,,,,,
second camera check 27.7,137,10/07/2021,23:18:55,-1,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,,0,,5,,5,north,?,,,,,
second camera check 27.7,138,10/07/2021,18:30:09,7,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,,0,,5,,5,north,?,,,,,
second camera check 27.7,139,10/07/2021,22:06:53,-1,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,,0,,5,,5,south,?,,,,,
second camera check 27.7,140,10/07/2021,18:59:34,11,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,44,98,44,north,,5200,adult,2,30/04/2021,71
second camera check 27.7,141,10/07/2021,21:09:19,2,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,0,SR13,1,F,0,1,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,44,98,44,south,,5200,adult,2,30/04/2021,71
second camera check 27.7,142,11/07/2021,12:51:14,24,reconyx,dingo,collared,CR01,crate,SR1,1,SR2,0,SR3,0,F,0,1,,,no,drop,27/05/2021,11/07/2021,1,M,45,0,0,north,,3300,adult,1,11/07/2021,0
second camera check 27.7,143,11/07/2021,1:16:07,8,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,1/07/2021,1,M,43,10,10,east,"investigates camera, then a few minutes later seen walking past crate",4225,adult,1,1/07/2021,10
second camera check 27.7,144,11/07/2021,0:52:17,1,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,6,60,6,north,walks past not in front of crate,4475,adult,1,12/05/2021,60
second camera check 27.7,145,11/07/2021,22:37:57,1,swift,dingo,collared,CR08,crate,PN04,1,PN05,0,PN06,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,6,60,6,north,walks along and around crate,4475,adult,1,12/05/2021,60
second camera check 27.7,146,11/07/2021,1:22:53,0,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,cantID,"blurry, cant ID but I think mohawk, can see spots and lines on midriff",yes,drop,5/07/2021,,,,6,,,south,walks past all,,,,,
second camera check 27.7,147,11/07/2021,23:28:48,-1,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,biter,,yes,catID,5/07/2021,12/05/2021,1,F,6,60,6,north,crosses PN08 5 times then walks past all,4475,adult,1,12/05/2021,60
second camera check 27.7,148,11/07/2021,5:53:01,1,swift,dingo,collared,CR09,crate,PN08,1,PN07,0,PN09,1,F,0,1,ginger,,yes,catID,5/07/2021,7/04/2021,2,M,6,95,6,north,misses crate site,4675,adult,2,31/05/2021,41
second camera check 27.7,149,11/07/2021,1:09:35,1,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,0,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,6,99,6,south,walks past 07 and 08,5200,adult,2,30/04/2021,72
second camera check 27.7,150,11/07/2021,3:05:51,4,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,0,F,0,1,,,no,drop,5/07/2021,12/05/2021,1,F,6,60,6,north,stops in front of PN10,4475,adult,1,12/05/2021,60
second camera check 27.7,151,11/07/2021,4:14:15,3,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,6,60,6,south,looks at PN10,4475,adult,1,12/05/2021,60
second camera check 27.7,152,11/07/2021,0:47:04,2,swift,dingo,collared,CR10,crate,PN10,0,PN11,1,PN12,0,T,1,0,,,no,drop,5/07/2021,7/04/2021,2,M,6,95,6,south,"stops, looks at camera and crate, then jumps past. Looks quite wary",4675,adult,2,31/05/2021,41
second camera check 27.7,153,11/07/2021,18:43:05,12,swift,dingo,collared,CR10,crate,PN10,0,PN11,0,PN12,1,F,0,1,,,no,drop,5/07/2021,3/04/2021,2,M,6,99,6,north,walks close in front of camera but can see collar - has spots and lateral stripe of mohawk,5200,adult,2,30/04/2021,72
second camera check 27.7,154,11/07/2021,18:20:47,10,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,,0,,6,,6,north,?,,,,,
second camera check 27.7,155,11/07/2021,1:26:05,0,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,,0,,6,,6,north,?,,,,,
second camera check 27.7,156,11/07/2021,2:17:19,0,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,1,PN19,0,T,1,0,na,,,drop,5/07/2021,,0,,6,,6,south,?,,,,,
second camera check 27.7,157,11/07/2021,3:26:20,0,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,,0,,6,,6,south,?,,,,,
second camera check 27.7,158,11/07/2021,20:08:53,3,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,,0,,6,,6,north,?,,,,,
second camera check 27.7,159,11/07/2021,23:27:31,0,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,,0,,6,,6,south,?,,,,,
second camera check 27.7,160,11/07/2021,18:51:34,13,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,1,T,1,0,tedBundy,,yes,catID,27/05/2021,10/07/2021,1,M,45,1,1,west,,5975,adult,1,10/07/2021,1
second camera check 27.7,161,11/07/2021,19:00:07,13,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,0,SR13,0,F,0,1,,,no,drop,27/05/2021,3/04/2021,2,M,45,99,45,north,,5200,adult,2,30/04/2021,72
second camera check 27.7,162,12/07/2021,0:54:44,1,reconyx,dingo,collared,CR01,crate,SR1,1,SR2,0,SR3,1,F,0,1,jumper,"telemetry solutions, could be jumper, horse, ",yes,catID,27/05/2021,7/04/2021,2,M,46,96,46,north,walks around felixer,4100,adult,1,5/05/2021,68
second camera check 27.7,163,12/07/2021,5:03:53,-1,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,mohawk,,yes,catID,5/07/2021,3/04/2021,2,M,7,100,7,north,"walks past all, pauses infront of PN07",5200,adult,2,30/04/2021,73
second camera check 27.7,164,12/07/2021,3:40:51,1,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,1,F,0,1,biter,,yes,catID,5/07/2021,12/05/2021,1,F,7,61,7,north,looks at PN10 investigates PN12,4475,adult,1,12/05/2021,61
second camera check 27.7,165,12/07/2021,2:18:15,0,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,0,PN24,0,F,0,1,na,,,drop,5/07/2021,na,0,NA,7,,7,north,?,,,,,
second camera check 27.7,166,12/07/2021,22:59:45,-1,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,7,,7,south,?,,,,,
second camera check 27.7,167,12/07/2021,23:13:54,-2,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,7,,7,north,?,,,,,
second camera check 27.7,168,12/07/2021,1:47:12,0,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,0,PN25,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,7,,7,north,?,,,,,
second camera check 27.7,169,12/07/2021,20:17:46,-1,swift,wildWest,uncollared,CR13,crate,PN27,1,PN26,0,PN25,0,F,0,1,na,,,drop,5/07/2021,na,0,NA,7,,7,north,?,,,,,
second camera check 27.7,170,12/07/2021,1:22:34,0,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,7,,7,north,?,,,,,
second camera check 27.7,171,12/07/2021,3:33:47,-1,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,7,,7,south,?,,,,,
second camera check 27.7,172,12/07/2021,21:25:01,-2,swift,wildWest,uncollared,CR15,crate,PN21,0,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,7,,7,south,?,,,,,
second camera check 27.7,173,13/07/2021,21:29:04,11,reconyx,dingo,collared,CR04,crate,HM4,0,HM5,0,HM6,1,F,0,1,,,no,drop,29/05/2021,na,0,NA,45,,45,east,stops and stares at HM6,,,,,
second camera check 27.7,174,13/07/2021,18:46:09,7,reconyx,dingo,collared,CR06,crate,HM10,1,HM11,1,HM12,0,T,1,0,winston,"front inside leg clear, and back leg sameish",yes,catID,5/07/2021,1/07/2021,1,M,8,12,8,east,walks east then south at HM10,4225,adult,1,1/07/2021,12
second camera check 27.7,174.1,17/07/2021,18:38:32,15,reconyx,dingo,collared,CR06,crate,HM10,1,HM11,0,HM12,0,T,1,0,,,no,drop,5/07/2021,na,,,12,,0,east,walks west stops stares at camera,,,,,
second camera check 27.7,175,13/07/2021,1:38:00,-3,swift,dingo,collared,CR08,crate,PN04,1,PN05,1,PN06,1,T,1,0,cantID,poor photos,yes,drop,5/07/2021,,,,8,,,south,walks past all,,,,,
second camera check 27.7,176,13/07/2021,1:22:13,-1,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,1,T,1,0,cantID,,yes,drop,5/07/2021,,,,8,,,south,walks past all but away from cameras and fast,,,,,
second camera check 27.7,177,13/07/2021,0:58:59,-3,swift,dingo,collared,CR10,crate,PN10,1,PN11,1,PN12,0,T,1,0,cantID,poor photos,yes,drop,5/07/2021,,,,8,,,south,walks past felixer and PN10 then backtracks a litle bit - mohawk back leg infront of felixer,,,,,
second camera check 27.7,178,13/07/2021,19:23:40,5,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,north,?,,,,,
second camera check 27.7,179,13/07/2021,19:47:44,5,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,north,?,,,,,
second camera check 27.7,180,13/07/2021,18:45:25,4,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,south,?,,,,,
second camera check 27.7,181,13/07/2021,20:07:27,4,swift,wildWest,uncollared,CR13,crate,PN27,0,PN26,1,PN25,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,north,?,,,,,
second camera check 27.7,182,13/07/2021,5:23:54,0,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,north,walks past,,,,,
second camera check 27.7,183,13/07/2021,19:04:31,4,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,north,?,,,,,
second camera check 27.7,184,13/07/2021,19:44:58,6,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,1,PN19,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,8,,8,south,?,,,,,
second camera check 27.7,185,13/07/2021,20:37:04,10,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,F,0,1,cantID,poor photos,yes,drop,29/05/2021,,,,45,,,east,,,,,,
second camera check 27.7,186,13/07/2021,20:52:54,13,reconyx,dingo,collared,F2,felixer,SR7,0,SR8,1,SR9,0,T,1,0,,,no,drop,27/05/2021,9/05/2021,2,M,47,65,47,east,,4200,adult,2,28/05/2021,46
second camera check 27.7,187,13/07/2021,0:35:27,0,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,0,T,1,0,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,47,101,47,north,,5200,adult,2,30/04/2021,74
second camera check 27.7,188,13/07/2021,19:16:55,10,reconyx,dingo,collared,F3,felixer,SR15,1,SR14,1,SR13,1,F,0,1,mohawk,,yes,catID,27/05/2021,3/04/2021,2,M,47,101,47,north,walks around felixer,5200,adult,2,30/04/2021,74
second camera check 27.7,189,13/07/2021,20:32:49,9,reconyx,dingo,collared,F3,felixer,SR15,0,SR14,1,SR13,1,F,0,1,cantID,poor photos,yes,drop,27/05/2021,,,,47,,,north,walks around felixer,,,,,
second camera check 27.7,190,14/07/2021,18:31:35,13,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,0,SR3,1,F,0,1,,,no,drop,27/05/2021,na,na,NA,48,,48,south,far off of track,,,,,
second camera check 27.7,191,14/07/2021,2:31:10,5,swift,dingo,collared,CR08,crate,PN04,0,PN05,0,PN06,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,9,,9,south,walks close in front of camera photo blown out,,,,,
second camera check 27.7,192,14/07/2021,2:13:55,-3,swift,dingo,collared,CR09,crate,PN08,1,PN07,1,PN09,0,T,1,0,winston,,yes,catID,5/07/2021,1/07/2021,1,M,9,13,9,south,walks past investigates PN08,4225,adult,1,1/07/2021,13
second camera check 27.7,193,14/07/2021,20:45:27,10,swift,dingo,collared,CR10,crate,PN10,0,PN11,0,PN12,1,F,0,1,,,no,drop,5/07/2021,na,na,NA,9,,9,south,walks past far then back cant ID,,,,,
second camera check 27.7,194,14/07/2021,21:04:15,10,swift,dingo,collared,CR10,crate,PN10,1,PN11,0,PN12,0,F,0,1,,,no,drop,5/07/2021,na,na,NA,9,,9,north,walks past camera,,,,,
second camera check 27.7,195,14/07/2021,23:15:16,6,swift,dingo,collared,CR11,crate,PN13,1,PN14,0,PN15,0,F,0,1,,,no,drop,5/07/2021,1/07/2021,1,M,9,13,9,north,"walks into frame, looks at camera then retreats",4225,adult,1,1/07/2021,13
second camera check 27.7,196,14/07/2021,23:05:27,6,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,9,,9,north,?,,,,,
second camera check 27.7,197,14/07/2021,23:51:36,6,swift,wildWest,uncollared,CR12,crate,PN22,1,PN23,1,PN24,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,9,,9,north,?,,,,,
second camera check 27.7,198,14/07/2021,4:14:35,3,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,0,PN18,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,9,,9,south,walks past,,,,,
second camera check 27.7,199,14/07/2021,3:48:32,4,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,0,T,1,0,na,,,drop,5/07/2021,na,0,NA,9,,9,south,walks past,,,,,
second camera check 27.7,200,14/07/2021,1:15:58,4,swift,wildWest,uncollared,CR14,crate,PN16,0,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,9,,9,north,walks past,,,,,
second camera check 27.7,201,14/07/2021,1:20:21,4,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,1,PN18,1,T,1,0,na,,,drop,5/07/2021,na,0,NA,9,,9,south,walks past,,,,,
second camera check 27.7,202,14/07/2021,1:26:31,4,swift,wildWest,uncollared,CR14,crate,PN16,1,PN17,0,PN18,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,9,,9,north,walks past,,,,,
second camera check 27.7,203,14/07/2021,3:29:43,3,swift,wildWest,uncollared,CR15,crate,PN21,1,PN20,0,PN19,1,F,0,1,na,,,drop,5/07/2021,na,0,NA,9,,9,north,?,,,,,
