check (source file),event,date_first_detected,time_first_detected,temperature_celsuis,camera_model,location,treatment,site,site_type,wing1ID,wing1_detected,centreID,centre_detected,wing2ID,wing2_detected,walked_in_front_of_felixer?,walkpast,avoided,catID,comments,2_or_more_cameras,ID_dataset,date_site_set,time_in,times_caught_to_date,sex,days_since_site_set,days_cat_in,days_cat_exposed,direction,behavior,weight_g,age,captured_no,date_last_capture,days_since_last_capture
HM and SR pulled 22.9,533,11/09/2021,22:26:17,18,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,3/04/2021,3,M,107,161,107,east,,5200,adult,3,9/09/2021,2
HM and SR pulled 22.9,534,12/09/2021,1:12:48,13,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,0,T,1,0,cruella,,yes,catID,27/05/2021,26/08/2021,1,F,108,17,17,east,,3600,adult,1,26/08/2021,17
HM and SR pulled 22.9,535,13/09/2021,20:35:31,13,reconyx,dingo,collared,CR04,crate,HM6,1,HM5,1,HM4,0,T,1,0,mohawk,,yes,catID,29/05/2021,3/04/2021,3,M,107,163,107,east,has spot trace collar,5200,adult,3,9/09/2021,4
HM and SR pulled 22.9,536,13/09/2021,1:45:57,9,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,1,T,1,0,typhoon,,yes,catID,29/05/2021,30/07/2021,1,M,107,45,45,east,,4250,adult,1,30/07/2021,45
HM and SR pulled 22.9,537,14/09/2021,19:18:22,19,reconyx,dingo,collared,CR04,crate,HM6,1,HM5,1,HM4,0,T,1,0,cantID,too blurry,yes,drop,29/05/2021,,,,108,,,west,,,,,,
HM and SR pulled 22.9,538,14/09/2021,19:44:38,17,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,11/08/2021,1,M,110,34,34,west,,,,,,
HM and SR pulled 22.9,539,15/09/2021,2:41:20,6,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,0,HM9,1,F,0,1,,,no,drop,29/05/2021,12/07/2021,1,M,109,65,65,east,,,,,,
HM and SR pulled 22.9,540,15/09/2021,22:27:12,12,reconyx,dingo,collared,F1,felixer,SR4,0,SR5,0,SR6,1,F,0,1,,,no,drop,27/05/2021,3/04/2021,3,M,111,165,111,east,,5200,adult,3,9/09/2021,6
HM and SR pulled 22.9,541,16/09/2021,5:38:21,11,reconyx,dingo,collared,CR04,crate,HM6,0,HM5,1,HM4,0,T,1,0,,,no,drop,29/05/2021,na,na,NA,110,,110,east,,,,,,
HM and SR pulled 22.9,542,17/09/2021,1:33:44,20,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,1,SR3,0,T,1,0,,,no,drop,27/05/2021,na,na,NA,113,,113,east,,,,,,
HM and SR pulled 22.9,543,17/09/2021,23:21:12,14,reconyx,dingo,collared,CR01,crate,SR1,0,SR2,1,SR3,0,T,1,0,,,no,drop,27/05/2021,na,na,NA,113,,113,east,,,,,,
HM and SR pulled 22.9,544,17/09/2021,3:35:02,22,reconyx,dingo,collared,F1,felixer,SR4,1,SR5,1,SR6,1,T,1,0,cruella,,yes,catID,27/05/2021,26/08/2021,1,F,113,22,22,east,,3600,adult,1,26/08/2021,22
HM and SR pulled 22.9,545,19/09/2021,2:11:36,5,reconyx,dingo,collared,CR05,crate,HM7,0,HM8,1,HM9,0,T,1,0,,,no,drop,29/05/2021,na,na,NA,113,,113,west,,,,,,
HM and SR pulled 22.9,546,19/09/2021,20:21:27,14,reconyx,dingo,collared,CR06,crate,HM12,1,HM11,0,HM10,0,F,0,1,,,no,drop,5/07/2021,10/07/2021,2,M,76,71,71,west,,6200,adult,2,17/09/2021,2
